,CAND_NAME,CAND_OFFICE_ST,TTL_DISB
2710,"MCKNIGHT, QUINCY",TN,34087.7
2711,"STARBUCK, ROBBY",TN,471967.59
2712,"BROOKS, NATISHA LOUISE",TN,39651.06
2713,"LEE, WILLIAM BAXTER",TN,632776.38
2714,"ORTAGUS, MORGAN",TN,641656.03
2715,"WINSTEAD, KURT",TN,2241178.62
2716,"BATCHELOR, GENI MRS.",TN,18846.7
2717,"HARWELL, BETH",TN,1072825.5
2718,"LEE, TIMOTHY BRUCE",TN,38370.77
2719,"OGLES, ANDY",TN,856820.06
2720,"WITTUM, CHARLES GARFIELD III",TN,77985.5
2721,"PARKS, STEWART THOMAS",TN,11251.71
2722,"BEIERLEIN, JEFF",TN,202152.76
2723,"COOPER, RANDAL DEAN",TN,4338.63
2724,"GORDON, BART",TN,82166.15
2725,"KENT, DAVID W.",TN,0.0
2726,"ZELENIK, LOU ANN",TN,0.0
2727,"BLACK, DIANE L MRS.",TN,6284.11
2728,"MATHENY, JUDD",TN,0.0
2729,"ROSE, JOHN W.",TN,1661497.92
2730,"BLACKBURN, MARSHA MRS.",TN,1066102.25
2731,"GREEN, MARK DR.",TN,1854968.77
2732,"BROWN, RONALD MR",TN,0.0
2733,"WILLIAMS, LYNNETTE",TN,775.0
2734,"STOTTS-PEARSON, ERIKA",TN,150.0
2735,"FINCHER, STEVE MR.",TN,53045.03
2736,"KUSTOFF, DAVID",TN,1443619.93
2737,"HENDRY, ROBERT LOUIS MR.",TN,74673.6
2738,"CLOUSE, GARY DEAN DR.",TN,2014.4
2739,"MILLS, JOHN JOHN",TN,7172.26
2740,"KELSEY, BRIAN",TN,9.0
2741,"LUTTRELL, MARK H JR",TN,529.0
2742,"GREER, JOHN BRADLEY MR",TN,2326.23
2743,"LEATHERWOOD, THOMAS F III",TN,0.0
2744,"HART, JAMES",TN,4386.17
2745,"COHEN, STEVE I MR.",TN,313772.7
2746,"BERGMANN, CHARLOTTE",TN,49008.6
2747,"DUDLEY, CHARLES BROWN IV",TN,546264.62
2748,"FLINN, GEORGE S DR JR",TN,139545.04
2749,"CRAIN, MARK BREWER",TN,0.0
2750,"RECTOR, CHRISTOPHER D.",TX,0.0
2751,"GILBERT, HANK",TX,31883.5
2752,"JEFFERSON, JRMAR",TX,82073.35
2753,"KOCEN, STEPHEN MARTIN",TX,9672.64
2754,"ATHOLI, ADITYA",TX,166327.7
2755,"MORAN, NATHANIEL QUENTIN",TX,862492.56
2756,"PORRO, JOHN CHARLES MR.",TX,70666.67
2757,"GOHMERT, LOUIS",TX,283860.08
2758,"WINSTON, SIMON WOOD",TX,0.0
2759,"LADJEVARDIAN, SIMA JANDAGHI",TX,8289.49
2760,"REID, RAYNA",TX,19869.45
2761,"FULFORD, ROBIN DAWN",TX,206353.58
2762,"TURNER, JIM",TX,52000.0
2763,"BRYAN, PAT",TX,0.0
2764,"BILLAND, MICHAEL ALAN",TX,6155.73
2765,"LANGELLA, LEWIS MILAM",TX,8870.32
2766,"ELLIS, JAMESON",TX,53948.93
2767,"ETWOP, MARTIN",TX,16137.5
2768,"CRENSHAW, DANIEL",TX,15950655.02
2769,"SPIERS, JON P DR",TX,0.0
2770,"SCHEIRMAN, ELLIOTT ROBERT",TX,0.0
2771,"SEIKALY, HELANE LULU SAWSAN",TX,14454.59
2772,"TUCKER, TERRY",TX,0.0
2773,"SRIVASTAVA, SANDEEP KUMAR",TX,447510.02
2774,"BURCH, LORIE",TX,0.0
2775,"SELF, KEITH ALAN MR",TX,563984.81
2776,"WILLIAMS, RICKEY",TX,3125.0
2777,"IVANOVSKIS, JEREMY DANIEL",TX,5728.43
2778,"TAYLOR, NICHOLAS V.",TX,2725185.76
2779,"SHELBY, DOC MR",TX,11620.77
2780,"OMERE, IROGHAMA C",TX,44567.22
2781,"RANSOM, TRAVIS",TX,8549.5
2782,"FALLON, PATRICK",TX,895853.11
2783,"MCLENDON, FLOYD JR.",TX,4486.06
2784,"THOMAS, DANIEL M.",TX,53066.0
2785,"HARPER, JOHN EDWARD SR.",TX,113733.51
2786,"RATCLIFFE, JOHN L",TX,373600.44
2787,"JONES, TRACY SHAWN",TX,2407.39
2788,"SALTER, CAROLYN",TX,28736.28
2789,"GEARING, CHARLES M.",TX,205332.05
2790,"BAILEY, KATHLEEN CORDELIA",TX,214285.69
2791,"HILL, TARTISHA A MRS.",TX,15183.47
2792,"WOOD, DANNY EUGENE JR",TX,0.0
2793,"HILL, DONALD",TX,365.48
2794,"GOODEN, LANCE",TX,966466.4
2795,"HALE, KEVIN",TX,20000.48
2796,"DANIEL, STEPHEN",TX,4758.57
2797,"BEAN, LYDIA",TX,323399.6
2798,"HINTERLONG, MATT",TX,48183.22
2799,"HOLLOWAY, TAMMY ALLISON",TX,54926.59
2800,"EDDINGS, DARYL J. MR. SR.",TX,5913.1
2801,"MOSES, PATRICK",TX,39014.6
2802,"SANCHEZ, JANA LYNNE MS",TX,386337.84
2803,"MARKLAND, MONTGOMERY L",TX,0.0
2804,"EGAN, MICHAEL C",TX,123974.3
2805,"WRIGHT, SUSAN",TX,803888.65
2806,"HARRISON, BRIAN E",TX,805233.15
2807,"WOOD, MICHAEL A.",TX,142600.24
2808,"RODIMER, DAN",TX,399112.89
2809,"KIM, SERY MS.",TX,102601.3
2810,"BALLANTINE, MICHAEL",TX,8828.0
2811,"BUFORD, JAMES R.",TX,21301.15
2812,"WILEY, CLIFFORD R",TX,461.47
2813,"WRIGHT, RON",TX,18864.45
2814,"ELLZEY, JOHN KEVIN SR.",TX,6512947.38
2815,"SCAUFLAIRE, TAKONA EILEEN",TX,920.0
2816,"FLETCHER, ELIZABETH",TX,2364680.7
2817,"NOTEWARE, JAMES",TX,0.0
2818,"REHMAN, LAIQUE",TX,35972.0
2819,"TEAGUE, JOHNNY MARK DR.",TX,200247.27
2820,"STROUD, TIMOTHY",TX,25817.78
2821,"COHEN, TINA MRS.",TX,16580.29
2822,"STEWART, LANCE",TX,19571.0
2823,"STEWART, LANCE",TX,19571.0
2824,"JONES, LAURA",TX,42673.2
2825,"HULLIHAN, JONATHAN KEITH",TX,221661.5
2826,"LUTTRELL, MORGAN JOE",TX,3722269.17
2827,"WHICHARD, TAYLOR MARSHALL IV",TX,11101.09
2828,"MCKAUGHAN, DANIEL CREGG",TX,45581.27
2829,"BURROWS, CANDICE CUNNINGHAM MS",TX,32352.11
2830,"COLLINS, CHRISTIAN",TX,418002.94
2831,"WELLINGTON, JESSICA",TX,20237.63
2832,"BRADY, KEVIN",TX,796630.66
2833,"GREEN, ALEXANDER",TX,377814.59
2834,"WILLIAMS, MELISSA MECHELLE",TX,0.0
2835,"LEON, JIMMY",TX,5374.58
2836,"WALLACE, LARIMEN T. II",TX,54575.27
2837,"GALLAHER, SCOT B.",TX,0.0
2838,"SIEGEL, MICHAEL",TX,24496.64
2839,"MCCAUL, MICHAEL",TX,2338148.24
2840,"HOGG, JON MARK MR.",TX,2569.24
2841,"PFLUGER, AUGUST LEE II",TX,2072587.82
2842,"BATCH, BRANDON",TX,464.0
2843,"CONAWAY, MICHAEL HONORABLE",TX,250615.71
2844,"WELCH, LISA RENEA DR.",TX,105.79
2845,"HUNT, TREY JOSEPH",TX,44513.44
2846,"PUTNAM, CHRIS",TX,432981.27
2847,"CATALA, RYAN JOSHUA",TX,7133.86
2848,"GRANGER, KAY",TX,1998701.6
2849,"BROWN, MARY KATHLEEN",TX,180973.38
2850,"WINEGARNER, JOSH",TX,0.0
2851,"EKSTROM, CHRIS",TX,491.88
2852,"JACKSON, RONNY LYNN",TX,4515360.97
2853,"THORNBERRY, MAC",TX,132818.56
2854,"WILLIAMS, MIKAL D. DR",TX,53838.8
2855,"ANTONELLI, JEFF",TX,0.0
2856,"BELL, ADRIENNE",TX,8929.21
2857,"FOXWORTH, JOSHUA ADAM",TX,49.99
2858,"WEBER, RANDY",TX,1035836.67
2859,"DANTE, RUBEN LANDON",TX,0.0
2860,"SMITH, GINA DUNCKEL",TX,118095.63
2861,"RAMIREZ, RUBEN",TX,493221.73
2862,"ALVARADO, ELIZA DR.",TX,72804.9
2863,"HADDAD, ROBERTO ADRIAN",TX,100000.0
2864,"MELENDEZ, IVAN DR.",TX,27787.35
2865,"VILLARREAL RIGNEY, JOHN",TX,325667.45
2866,"VALLEJO, MICHELLE",TX,2310494.87
2867,"HINOJOSA, RUBEN E.",TX,21042.0
2868,"KRAUSE, RYAN PATRICK",TX,10881.02
2869,"DE LA CRUZ, MONICA",TX,4579577.51
2870,"CAVAZOS, JOSE AIZAR",TX,6375.52
2871,"CANADY, SARA LARUE NEWNAM",TX,18107.34
2872,"ZAMORA, EDDIE",TX,0.0
2873,"SALINAS, XAVIER MR.",TX,421.95
2874,"WESTLEY, TIMMY LEE",TX,0.0
2875,"GARZA, MAURO EVERETT MR.",TX,828869.09
2876,"O'ROURKE, ROBERT BETO",TX,0.0
2877,"MONTANEZ BERRIOS (DMB), DELIRIS",TX,25651.35
2878,"ESCOBAR, VERONICA",TX,1272247.66
2879,"ARMENDARIZ-JACKSON, IRENE",TX,391073.9
2880,"TROUT, BLANCA ORTIZ",TX,0.0
2881,"WILLIAMS, SAMUEL LEE JR",TX,0.0
2882,"FLORES, BILL",TX,118482.79
2883,"SUTTON, TRENT GREGORY",TX,253.61
2884,"KENT, CHARLES TODD",TX,0.0
2885,"SESSIONS, PETE",TX,1055810.26
2886,"CARSON, PAULETTE",TX,36572.67
2887,"ROSENBERGER, ROB",TX,90.15
2888,"PATTERSON, WILLIAM RALPH",TX,0.0
2889,"FORD, JERRY MR. SR.",TX,275052.11
2890,"LEE, SHEILA JACKSON",TX,847550.9
2891,"MONTIEL, CARMEN",TX,119818.61
2892,"NEUGEBAUER, RANDY HONORABLE",TX,76887.0
2893,"ARRINGTON, JODEY COOK",TX,1740690.14
2894,"LEWIS, NATHAN ALLEN",TX,2481.53
2895,"CASTRO, JOAQUIN",TX,595810.7
2896,"DINA, DOMINICK ANDREW SR.",TX,1429.88
2897,"SINCLAIR, KYLE E MR",TX,236216.44
2898,"DAVIS, WENDY",TX,213686.87
2899,"STURM, SCOTT WILLIAM",TX,76119.34
2900,"GACIS, CHERIF",TX,4639.11
2901,"BRANSCUM, COY GEE II",TX,23914.37
2902,"VILLARREAL, RICARDO",TX,46235.4
2903,"ANDERSON, DAVID LEE JR",TX,4640.86
2904,"ZAPATA, CLAUDIA ANDREANA",TX,101740.56
2905,"WILSON, MARY E",TX,0.0
2906,"FRENCH, MICHAEL ALEXANDER MR.",TX,5457.66
2907,"LOWRY, ROBERT DR.",TX,43072.93
2908,"MCCALL, BRIAN MATTHEW",TX,488.99
2909,"CANSECO, FRANCISCO 'QUICO'",TX,0.0
2910,"PRUITT, AUTRY",TX,0.0
2911,"NARVAIZ, SUSAN",TX,0.0
2912,"NEGLEY, WILLIAM W.",TX,519.0
2913,"STOVALL, ROBERT",TX,0.0
2914,"KRAUSE, RYAN PATRICK",TX,10881.02
2915,"ROY, CHIP",TX,1496146.07
2916,"MOORE, NYANZA DAVIS",TX,0.0
2917,"HOWARD, EUGENE",TX,3426.22
2918,"BERG, MATTHEW RICHARD MR.",TX,125028.74
2919,"GIBSON, MARK",TX,0.0
2920,"KULKARNI, SRI PRESTON",TX,21640.52
2921,"HILL, GREG",TX,4366.39
2922,"NEHLS, TROY",TX,998314.62
2923,"HARRIS HOSS, FELICIA",TX,247.5
2924,"THORNE, GREGORY JONATHAN",TX,11040.18
2925,"OLSON, PETER G.",TX,5129.66
2926,"NGUYEN, DANNY QUOC MR. CCIM",TX,0.0
2927,"LIRA, JOHN",TX,656076.25
2928,"JONES, GINA ORTIZ",TX,4952.66
2929,"HULINGS, JAY",TX,3.46
2930,"HURD, WILLIAM",TX,49200.61
2931,"REYES, RAUL JR",TX,26757.57
2932,"VAN WINKLE, BENJAMIN",TX,749.68
2933,"THOMAS, SHARON BRECKENRIDGE",TX,3846.06
2934,"GONZALES, ERNEST ANTHONY TONY II",TX,3922993.5
2935,"ARREDONDO-LYNCH, ALMA G DR. D.D.S.",TX,48400.85
2936,"GARCIA-URESTE, ALIA",TX,159460.72
2937,"LOPEZ, FRANCISCO JR",TX,32736.09
2938,"VALENZUELA, CANDACE",TX,17696.44
2939,"FLEMING, RICHARD L. MR.",TX,6.74
2940,"GAY, DERRIK",TX,349044.64
2941,"BECKLEY, MICHELLE",TX,98419.3
2942,"FRAGNOLI, KATHY",TX,55326.33
2943,"MCDOWELL, JAN",TX,119209.55
2944,"FISHER, WILLIAM CARL",TX,36.0
2945,"VAN DUYNE, ELIZABETH ANN",TX,2603279.92
2946,"CHAPARALA, SUNEETHA",TX,0.0
2947,"WEYMOUTH, NATHANIEL DEARING",TX,4911.32
2948,"DEJEAN, JOEL F.",TX,14781.07
2949,"OLIVER, JULIE LYNN",TX,17666.8
2950,"WILLIAMS, ROGER",TX,1372647.01
2951,"COLLIER, SCOTT",TX,131095.73
2952,"MROCHEK, JASON",TX,861.69
2953,"BURGESS, MICHAEL C. DR.",TX,1260507.04
2954,"SMITH, ISAAC",TX,34443.96
2955,"WALKER, CRAIG",TX,0.0
2956,"GALLO, VINCENT",TX,15496.45
2957,"HARRISON, RAVEN",TX,303302.16
2958,"BRAZEAL, BRIAN JAMES",TX,14120.0
2959,"BIRKENSTOCK, VERONICA",TX,220.56
2960,"TRISTAN, ANTHONY JAMES",TX,4657.78
2961,"PEREZ, MACLOVIO MR JR",TX,4082.97
2962,"MELGOZA, VICTOR",TX,3296.96
2963,"ALVAREZ, ANDREW RUBEN",TX,0.0
2964,"LOUDERBACK, ANDREW JOHN",TX,108277.14
2965,"MIRELES, ERIC",TX,0.0
2966,"DEEB, GREGORY PATRICK",TX,0.0
2967,"CLOUD, MICHAEL",TX,1019550.28
2968,"MAPP, CHRIS",TX,17553.98
2969,"CISNEROS, JESSICA",TX,6367938.15
2970,"CUELLAR, HENRY",TX,6142165.02
2971,"BENAVIDES, TANNYA",TX,32999.76
2972,"WHITTEN, SANDRA LINN MRS.",TX,65600.55
2973,"FOWLER, STEVEN",TX,27993.64
2974,"CABRERA, ED",TX,289272.54
2975,"RODRIGUEZ, ROLANDO D MR.",TX,11007.05
2976,"NG, WILLIE VASQUEZ",TX,175285.59
2977,"HOHMAN, ERIC",TX,66136.66
2978,"GARCIA, CASSANDRA",TX,3425461.24
2979,"GREEN, RAYMOND E. 'GENE'",TX,245872.21
2980,"GARCIA, SYLVIA R.",TX,804061.76
2981,"GARZA, JULIO",TX,5226.04
2982,"ZOUBOULIKOS-BLANCO, JAIMY",TX,9651.48
2983,"CLEVELAND, SHENITA LACHE",TX,9315.0
2984,"BURTON, HASANI",TX,15.0
2985,"JOHNSON, EDDIE BERNICE",TX,123535.57
2986,"CARAWAY, BARBARA LEN MALLORY",TX,34544.86
2987,"MASON, JESSICA",TX,290024.13
2988,"MANNING, ZACHARIAH C.",TX,9227.62
2989,"HAMILTON, JANE HOPE",TX,705217.96
2990,"MULUGHETA, ABEL",TX,375477.51
2991,"HILL, VONCIEL JONES",TX,35708.92
2992,"CROCKETT, JASMINE",TX,789681.98
2993,"LANKFORD, KEISHA DR.",TX,22840.0
2994,"WILLIAMS, ROY HAROLD MR. JR",TX,10993.6
2995,"PENNIE, DEMETRICK TRE DR.",TX,128384.05
2996,"GOODWIN, KELVIN MR",TX,8687.56
2997,"RODGERS, JAMES BYRON MR.",TX,64717.98
2998,"HARRIS, JAMES FRANK MR. SR",TX,12767.04
2999,"WALKER, DEBORAH",TX,12007.73
3000,"HILDNER, JONATHAN DAVID MR.",TX,14563.14
3001,"CLARK, MIKE",TX,243.17
3002,"MANN, CHRISTINE EADY",TX,0.0
3003,"HEGAR, MARY JENNINGS MJ",TX,270845.59
3004,"GARAPATI, ABHIRAM",TX,10934.12
3005,"WILLIAMS, MICHAEL HOWARD",TX,126087.96
3006,"CARTER, JOHN R. REP.",TX,1070889.87
3007,"JOHNS, DERRICK",TX,169375.0
3008,"HUTSON, JASON WAYNE",TX,3212.84
3009,"ALLRED, COLIN",TX,1604125.29
3010,"COLLINS, GENEVIEVE D",TX,39843.73
3011,"NAMDAR, BRAD",TX,103894.8
3012,"SALAZAR, GIRIEN RICARDO 2104738228",TX,0.0
3013,"SLAGEL, GARY ALLEN",TX,40750.0
3014,"WEBB, JUSTIN",TX,38877.86
3015,"DAVIS, NATHAN",TX,30632.47
3016,"OKPA, EJIKE",TX,8107.64
3017,"SWAD, ANTONIO",TX,2375372.5
3018,"DAY, DARRELL",TX,30262.46
3019,"SIGMON, JASON",TX,0.0
3020,"VEASEY, MARC ALLISON",TX,1460284.43
3021,"SANCHEZ, THOMAS CARL",TX,0.0
3022,"MACGLAFLIN, ROBERT JAMES",TX,1256.05
3023,"VELA, FILEMON",TX,520668.45
3024,"RODRIGUEZ, JAIME ALFONSO MR.",TX,21858.41
3025,"GARZA, ROCHELLE",TX,207326.86
3026,"SANDOVAL REYNOSO, BEATRIZ",TX,5007.19
3027,"CISNEROS, LAURA E. DR.",TX,161359.8
3028,"THOMPSON, WILLIAM",TX,16845.81
3029,"SANCHEZ, DANIEL",TX,224668.45
3030,"GONZALEZ, VICENTE",TX,4186697.32
3031,"MCCAFFREY, FRANCIS TIMOTHY MR.",TX,10264.62
3032,"FLORES, MAYRA NOHEMI",TX,4597643.75
3033,"SOTELO, PHILIP MR",TX,2206.66
3034,"MILLS, RONALD D",TX,522.34
3035,"POLSKY,ESQ., LARRY MARK MR",TX,0.0
3036,"GONZALEZ, REY DR.",TX,910.0
3037,"DALY, ANDREW OREN",TX,0.0
3038,"RODRIGUEZ, EDUARDO R.",TX,533693.37
3039,"CASAR, GREG",TX,1594549.04
3040,"VIAGRAN, REBECCA J",TX,106952.53
3041,"SISCO, CARLA-JOY",TX,13463.84
3042,"SASINOWSKI, JAMES SASS",TX,20646.31
3043,"MCQUEEN, ELDON DAN",TX,28368.24
3044,"NARVAIZ, SUSAN",TX,0.0
3045,"JACKSON, MARILYN",TX,5992.52
3046,"PALAGI, ASA",TX,0.0
3047,"ARAGONA, JENAI",TX,5511.07
3048,"MONTOYA, SAMUEL",TX,1400.0
3049,"CONDICT, BILL",TX,2661.93
3050,"HAIRE, MARVIN JONATHAN",TX,77619.44
3051,"BOATMAN, R J",TX,282.92
3052,"STREUSAND, BENJAMIN EARL",TX,29448.77
3053,"BABIN, BRIAN",TX,901437.7
3054,"IMAM, DONNA",TX,225477.57
3055,"SCURRY, CHRISTOPHER MICHAEL",TX,300.54
3056,"JONES, CHRISTOPHER MICHAEL",TX,13390.98
3057,"BURTON, HASANI",TX,0.0
3058,"DOGGETT, LLOYD",TX,1276924.44
3059,"SHARON, JENNIFER",TX,12458.5
3060,"DIACOGIANNIS, JEREMIAH DAVID",TX,14736.16
3061,"REED, CENTRELL MS.",TX,25270.28
3062,"KLUSSMANN, DUNCAN FOSTER",TX,279107.58
3063,"MARTINEZ ALEXANDER, DIANA",TX,44941.06
3064,"HUNT, WESLEY",TX,3986491.96
3065,"GUILLORY, BRETT J",TX,25909.3
3066,"LOPEZ, ROLAND",TX,29411.17
3067,"FORD, JERRY MR.",TX,115591.39
3068,"COVARRUBIAS, PHIL",TX,3125.0
3069,"RAMSEY, MARK",TX,150438.98
3070,"HOGAN, LEMUEL DAVID",TX,20058.52
3071,"DEJEAN, JOEL F. MR.",TX,14781.07
3072,"PARRY, DARREN BRUCE MR.",UT,120.1
3073,"CANNON, TINA",UT,169845.93
3074,"WITT, KATIE",UT,9734.3
3075,"STEVENSON, BOB",UT,1206.48
3076,"MOORE, BLAKE",UT,1308809.53
3077,"BISHOP, ROBERT",UT,29269.81
3078,"ERICKSEN, ALENA",UT,7350.0
3079,"BADGER, ANDREW",UT,142260.37
3080,"CAMPBELL, WILLIAM",UT,275674.07
3081,"FULLMER, JULIE",UT,116594.71
3082,"JOLIN, ASHLEY",UT,0.0
3083,"WESTON, JOHN KAEL MR",UT,123710.89
3084,"MITCHELL, NICHOLAS",UT,15619.05
3085,"HARTWICK, STEVE",UT,788.38
3086,"MITCHELL, NICHOLAS",UT,25283.12
3087,"GHORBANI, SHIREEN SARAH",UT,0.0
3088,"BURKETT, MARY",UT,3018.24
3089,"STEWART, CHRIS",UT,1022666.2
3090,"RIDER, ERIN CHRISTINE",UT,296677.77
3091,"BURKETT, MARY",UT,3018.24
3092,"ACHESON, PHELAN DOUGLAS",UT,22.54
3093,"MCFARLAND, JAY JAYMAC",UT,81277.6
3094,"ROBINSON, TREY",UT,0.0
3095,"ANDERSON, JARED LYLE",UT,641.46
3096,"WRIGHT, GLENN",UT,18660.19
3097,"PRESTON, JASON",UT,105678.02
3098,"AALDERS, TIM",UT,747075.52
3099,"TENG, CHIA-CHI",UT,0.0
3100,"CURTIS, JOHN",UT,1938865.65
3101,"HERROD, CHRISTOPHER NILES",UT,105226.92
3102,"MATHESON, JAMES DAVID",UT,7046.98
3103,"MCDONALD, DARLENE",UT,161692.42
3104,"MCADAMS, BEN",UT,118921.17
3105,"HEMMERT, DAN",UT,0.0
3106,"OWENS, BURGESS",UT,3495808.84
3107,"CHRISTENSEN, TRENT MR.",UT,0.0
3108,"HUNSAKER, JAKE",UT,186189.22
3109,"HUEY, NICHOLAS MICHAEL",UT,15154.31
3110,"WALKER, JANUARY",UT,41933.62
3111,"NAVARRE, STEWART",VA,265658.11
3112,"JONES, HERBERT CARROLL JR",VA,25326.69
3113,"WITTMAN, ROBERT J MR.",VA,1781073.62
3114,"SMITH, NEIL",VA,321.41
3115,"ASHE, DAVID BENJAMIN",VA,0.0
3116,"BROWN, SHAUN DENISE",VA,0.0
3117,"LURIA, ELAINE",VA,10553325.75
3118,"LOYOLA, BENITO BEN JR",VA,0.0
3119,"TAYLOR, SCOTT W. MR.",VA,31346.66
3120,"BAAN, ANDY",VA,49422.26
3121,"BELL, JAROME",VA,552939.26
3122,"KIGGANS, JENNIFER",VA,3460199.07
3123,"ALTMAN, LARRY THOMAS III",VA,266092.34
3124,"CARDWELL, CHARLES PATTESON IV",VA,0.0
3125,"SCOTT, ROBERT C",VA,827746.76
3126,"COLLICK, JOHN WILLIAM MR. JR.",VA,2213.63
3127,"ENGQUIST, THEODORE",VA,19394.8
3128,"NAMKUNG, TERRY TOLBERT MR.",VA,179947.36
3129,"MCEACHIN, ASTON DONALD",VA,1013141.65
3130,"BENJAMIN, LEON MR. SR.",VA,350389.28
3131,"HAMILTON, ANDREW PHILIP",VA,0.0
3132,"WEBB, BRYANT CAMERON DR.",VA,40643.57
3133,"COMBS, JACK LEWIS JR.",VA,227018.32
3134,"THRONEBURG, JOSHUA",VA,837783.3
3135,"MCLELLAN, THOMAS WARREN",VA,14498.0
3136,"HUFFSTETLER, ROGER DEAN RD",VA,3049.8
3137,"HURT, ROBERT",VA,50108.98
3138,"GOOD, ROBERT G.",VA,1208650.69
3139,"MOY, DANIEL ROBERT MR.",VA,186353.4
3140,"RIGGLEMAN, DENVER LEE MR. III",VA,1003.19
3141,"LEWIS, JENNIFER",VA,144212.46
3142,"HALE, MERRITT",VA,29229.17
3143,"DUNBAR, CYNTHIA",VA,30.0
3144,"CLINE, BENJAMIN LEE",VA,924532.19
3145,"SPANBERGER, ABIGAIL",VA,9258164.37
3146,"RAMIREZ, TINA MARIE MRS.",VA,485918.58
3147,"ROBERGE, JASON ALEXANDER",VA,0.0
3148,"FREITAS, NICK J",VA,31865.17
3149,"BARVE, GARY",VA,10467.89
3150,"CASTORANI, JOHN",VA,320782.59
3151,"KEENEY, TAYLOR",VA,187053.2
3152,"ANDERSON, DERRICK",VA,633470.03
3153,"MCGUIRE, JOHN",VA,262010.86
3154,"CHASE, AMANDA FREEMAN",VA,11777.0
3155,"CIARCIA, GINA RENEE MRS.",VA,88781.27
3156,"VEGA, YESLI",VA,3461440.44
3157,"ROSS, DAVID LEWIS",VA,196535.0
3158,"VANUCH, CRYSTAL LYNN",VA,520615.68
3159,"REEVES, BRYCE",VA,793697.05
3160,"BRAT, DAVID ALAN",VA,30136.08
3161,"MORAN, JAMES P. JR.",VA,94010.01
3162,"VIRASINGH, VICTORIA",VA,250497.63
3163,"HOPE, PATRICK ALAN",VA,0.0
3164,"BEYER, DONALD STERNOFF HONORABLE JR.",VA,2165050.15
3165,"LEVINE, MARK HERBERT",VA,0.0
3166,"KIM, HEERAK CHRISTIAN DR.",VA,15461.25
3167,"LIPSMAN, KARINA",VA,284041.8
3168,"JORDAN, JEFF",VA,12467.93
3169,"TUNNELL, KEZIA",VA,30689.86
3170,"CARPIO, MONICA",VA,9319.75
3171,"DEVAUGHAN, TAYSHA",VA,56124.45
3172,"GRIFFITH, H MORGAN",VA,614484.57
3173,"LOWE, KIMBERLY",VA,66762.77
3174,"STOVER, LINDSEY DAVIS",VA,0.0
3175,"WEXTON, JENNIFER",VA,5682501.56
3176,"AYYAS, SHADI",VA,7924.43
3177,"ANDREWS, ALISCIA",VA,49446.3
3178,"TRUONG, MATTHEW DO MR",VA,1599.55
3179,"GIZINSKI, ADAM",VA,0.0
3180,"BEATTY, JOHN",VA,74687.66
3181,"PERCLE, CLAY",VA,64756.34
3182,"LAWSON, JEANINE M.",VA,1011676.39
3183,"ELLIS, THERESA COATES MS",VA,81258.0
3184,"MAX, CALEB J MR",VA,236661.21
3185,"HENLEY, JOHN ALLEN",VA,54290.38
3186,"CAO, HUNG",VA,3155493.66
3187,"MICHON, BRANDON",VA,306620.43
3188,"TAYLOR, BROOKE",VA,28858.44
3189,"BECKWITH, DAVID",VA,106628.42
3190,"MAYHUGH, JEFFREY MICHAEL",VA,13527.0
3191,"CLANCY, MIKE",VA,399376.04
3192,"WASINGER, ROBERT K",VA,0.0
3193,"MOHSINI, ZAINAB",VA,1432.28
3194,"DALSIMER, ALLY",VA,104157.43
3195,"CONNOLLY, GERALD EDWARD",VA,1695770.68
3196,"HERRITY, PATRICK S",VA,0.0
3197,"ANANTATMULA, MANGA",VA,92839.06
3198,"CHAPPELL, MATTHEW LOUIS",VA,48790.0
3199,"BABB, JOSEPH RAY",VA,9098.71
3200,"MYLES, JAMES",VA,235273.48
3201,"GALDO, JOSEPH F",VA,0.0
3202,"PORTER, STEVAN MICHAEL MR.",VA,280.23
3203,"OLMACK, JERAMY",VA,62.95
3204,"PLASKETT, STACEY",VI,928500.12
3205,"RAM HINSDALE, KESHA",VT,551678.79
3206,"GRAY, MOLLY",VT,1191397.46
3207,"BALINT, REBECCA 'BECCA'",VT,1796043.61
3208,"CLIFFORD, SIANAY CHASE",VT,24916.91
3209,"MEYERS, LOUIS B",VT,259462.73
3210,"WELCH, PETER",VT,2369755.77
3211,"TYNIO, NATASHA",VT,0.0
3212,"MADDEN, LIAM",VT,42114.66
3213,"REDIC, ERICKA L MRS.",VT,29491.08
3214,"TUTHILL, JUSTIN",VT,0.0
3215,"DELBENE, SUZAN K",WA,3162336.94
3216,"CHARTRAND, DEREK",WA,3870.54
3217,"CAVALERI, VINCENT",WA,179497.73
3218,"BEELER, JEFFREY ALLEN SR.",WA,3863.37
3219,"LARSEN, RICK",WA,1678791.51
3220,"CALL, JASON",WA,185951.24
3221,"HAZELO, TIMOTHY SCOTT",WA,256.2
3222,"MATTHEWS, DAN",WA,145529.16
3223,"JOHNSON, LEIF D",WA,40460.47
3224,"HENNRICH, BRENT WILLIAM",WA,96207.53
3225,"LAUSER, LUCY ESTHER JOAN",WA,749.19
3226,"GLUESENKAMP PEREZ, MARIE",WA,3776215.23
3227,"LONG, CAROLYN N.",WA,23032.39
3228,"CASTILLO, DAVID B",WA,0.0
3229,"HERRERA BEUTLER, JAIME",WA,3868124.52
3230,"KENT, JOSEPH",WA,3638039.52
3231,"YAKHOUR, WADI",WA,37136.0
3232,"ST. JOHN, HEIDI",WA,1056995.15
